month,level_1,value
2014-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.695
2014-02,All Items Less Accommodation,95.259
2014-03,All Items,99.749
2014-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.03
2014-03,All Items Less Accommodation,95.615
2014-04,All Items,99.342
2014-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.583
2014-04,All Items Less Accommodation,95.811
2014-05,All Items,99.676
2014-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.004
2014-05,All Items Less Accommodation,95.558
2014-06,All Items,99.508
2014-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.853
2014-06,All Items Less Accommodation,95.406
2014-07,All Items,99.213
2014-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.556
2014-07,All Items Less Accommodation,95.54
2014-08,All Items,99.742
2014-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.22
2014-08,All Items Less Accommodation,95.788
2014-09,All Items,99.553
2014-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.061
2014-09,All Items Less Accommodation,95.63
2014-10,All Items,99.255
2014-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.762
2014-10,All Items Less Accommodation,95.724
2014-11,All Items,99.441
2014-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.049
2014-11,All Items Less Accommodation,95.625
2014-12,All Items,99.328
2014-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.983
2014-12,All Items Less Accommodation,95.56
2015-01,All Items,99.114
2015-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.77
2015-01,All Items Less Accommodation,95.338
2015-02,All Items,99.211
2015-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.93
2015-02,All Items Less Accommodation,95.508
2015-03,All Items,99.449
2015-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.274
2015-03,All Items Less Accommodation,95.869
2015-04,All Items,98.829
2015-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.605
2015-04,All Items Less Accommodation,95.865
2015-05,All Items,99.279
2015-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.207
2015-05,All Items Less Accommodation,95.786
2015-06,All Items,99.171
2015-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.148
2015-06,All Items Less Accommodation,95.73
2015-07,All Items,98.818
2015-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.801
2015-07,All Items Less Accommodation,95.829
2015-08,All Items,98.911
2015-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.989
2015-08,All Items Less Accommodation,95.573
2015-09,All Items,98.912
2015-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.058
2015-09,All Items Less Accommodation,95.653
2015-10,All Items,98.487
2015-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.616
2015-10,All Items Less Accommodation,95.612
2015-11,All Items,98.684
2015-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.92
2015-11,All Items Less Accommodation,95.521
2015-12,All Items,98.693
2015-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.005
2015-12,All Items Less Accommodation,95.617
2016-01,All Items,98.476
2016-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.82
2016-01,All Items Less Accommodation,95.408
2016-02,All Items,98.375
2016-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.764
2016-02,All Items Less Accommodation,95.354
2016-03,All Items,98.416
2016-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.889
2016-03,All Items Less Accommodation,95.491
2016-04,All Items,98.365
2016-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.914
2016-04,All Items Less Accommodation,95.52
2016-05,All Items,97.724
2016-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.225
2016-05,All Items Less Accommodation,95.521
2016-06,All Items,98.449
2016-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.171
2016-06,All Items Less Accommodation,95.805
2016-07,All Items,98.173
2016-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,95.93
2016-07,All Items Less Accommodation,96.013
2016-08,All Items,98.657
2016-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.59
2016-08,All Items Less Accommodation,96.253
2016-09,All Items,98.666
2016-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.679
2016-09,All Items Less Accommodation,96.352
2016-10,All Items,98.383
2016-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.419
2016-10,All Items Less Accommodation,96.501
2016-11,All Items,98.699
2016-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,96.873
2016-11,All Items Less Accommodation,96.568
2016-12,All Items,98.854
2016-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.145
2016-12,All Items Less Accommodation,96.86
2017-01,All Items,99.026
2017-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.433
2017-01,All Items Less Accommodation,97.163
2017-02,All Items,99.023
2017-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.501
2017-02,All Items Less Accommodation,97.24
2017-03,All Items,99.064
2017-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.637
2017-03,All Items Less Accommodation,97.391
2017-04,All Items,98.762
2017-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.366
2017-04,All Items Less Accommodation,97.828
2017-05,All Items,99.098
2017-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.848
2017-05,All Items Less Accommodation,97.628
2017-06,All Items,98.956
2017-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.762
2017-06,All Items Less Accommodation,97.48
2017-07,All Items,98.726
2017-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.575
2017-07,All Items Less Accommodation,97.78
2017-08,All Items,99.056
2017-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.05
2017-08,All Items Less Accommodation,97.798
2017-09,All Items,99.036
2017-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.098
2017-09,All Items Less Accommodation,97.853
2017-10,All Items,98.75
2017-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,97.827
2017-10,All Items Less Accommodation,98.062
2017-11,All Items,99.322
2017-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.574
2017-11,All Items Less Accommodation,98.362
2017-12,All Items,99.225
2017-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.526
2017-12,All Items Less Accommodation,98.314
2018-01,All Items,99.035
2018-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.36
2018-01,All Items Less Accommodation,98.553
2018-02,All Items,99.501
2018-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.961
2018-02,All Items Less Accommodation,98.765
2018-03,All Items,99.299
2018-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.778
2018-03,All Items Less Accommodation,98.577
2018-04,All Items,98.833
2018-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.283
2018-04,All Items Less Accommodation,98.82
2018-05,All Items,99.449
2018-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.065
2018-05,All Items Less Accommodation,98.886
2018-06,All Items,99.505
2018-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.182
2018-06,All Items Less Accommodation,98.945
2018-07,All Items,99.359
2018-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.052
2018-07,All Items Less Accommodation,99.325
2018-08,All Items,99.778
2018-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.589
2018-08,All Items Less Accommodation,99.373
2018-09,All Items,99.753
2018-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.591
2018-09,All Items Less Accommodation,99.379
2018-10,All Items,99.447
2018-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.255
2018-10,All Items Less Accommodation,99.546
2018-11,All Items,99.61
2018-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.471
2018-11,All Items Less Accommodation,99.255
2018-12,All Items,99.686
2018-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.584
2018-12,All Items Less Accommodation,99.376
2019-01,All Items,99.387
2019-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.264
2019-01,All Items Less Accommodation,99.48
2019-02,All Items,99.953
2019-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.956
2019-02,All Items Less Accommodation,99.775
2019-03,All Items,99.972
2019-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.98
2019-03,All Items Less Accommodation,99.801
2019-04,All Items,99.753
2019-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.717
2019-04,All Items Less Accommodation,100.302
2019-05,All Items,100.325
2019-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.41
2019-05,All Items Less Accommodation,100.255
2019-06,All Items,100.038
2019-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.058
2019-06,All Items Less Accommodation,99.881
2019-07,All Items,99.587
2019-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.503
2019-07,All Items Less Accommodation,99.794
2019-08,All Items,100.209
2019-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.252
2019-08,All Items Less Accommodation,100.079
2019-09,All Items,100.147
2019-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.17
2019-09,All Items Less Accommodation,99.988
2019-10,All Items,99.93
2019-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.901
2019-10,All Items Less Accommodation,100.204
2019-11,All Items,100.254
2019-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.285
2019-11,All Items Less Accommodation,100.107
2019-12,All Items,100.445
2019-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.504
2019-12,All Items Less Accommodation,100.333
2020-01,All Items,100.204
2020-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.199
2020-01,All Items Less Accommodation,100.446
2020-02,All Items,100.279
2020-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.273
2020-02,All Items Less Accommodation,100.083
2020-03,All Items,99.933
2020-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.837
2020-03,All Items Less Accommodation,99.621
2020-04,All Items,99.012
2020-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.711
2020-04,All Items Less Accommodation,99.208
2020-05,All Items,99.48
2020-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.275
2020-05,All Items Less Accommodation,99.024
2020-06,All Items,99.5
2020-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.299
2020-06,All Items Less Accommodation,99.05
2020-07,All Items,99.178
2020-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,98.911
2020-07,All Items Less Accommodation,99.148
2020-08,All Items,99.807
2020-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.67
2020-08,All Items Less Accommodation,99.45
2020-09,All Items,100.139
2020-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.064
2020-09,All Items Less Accommodation,99.867
2020-10,All Items,99.711
2020-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.535
2020-10,All Items Less Accommodation,99.853
2020-11,All Items,100.105
2020-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,99.998
2020-11,All Items Less Accommodation,99.843
2020-12,All Items,100.469
2020-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.418
2020-12,All Items Less Accommodation,100.286
2021-01,All Items,100.44
2021-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,100.354
2021-01,All Items Less Accommodation,100.611
2021-02,All Items,101.015
2021-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.034
2021-02,All Items Less Accommodation,100.891
2021-03,All Items,101.239
2021-03,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.271
2021-03,All Items Less Accommodation,101.138
2021-04,All Items,101.07
2021-04,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.021
2021-04,All Items Less Accommodation,101.651
2021-05,All Items,101.883
2021-05,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.962
2021-05,All Items Less Accommodation,101.861
2021-06,All Items,101.87
2021-06,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.889
2021-06,All Items Less Accommodation,101.777
2021-07,All Items,101.672
2021-07,All Items Less Imputed Rentals On Owner-occupied Accommodation,101.577
2021-07,All Items Less Accommodation,101.94
2021-08,All Items,102.231
2021-08,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.19
2021-08,All Items Less Accommodation,102.071
2021-09,All Items,102.657
2021-09,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.663
2021-09,All Items Less Accommodation,102.566
2021-10,All Items,102.95
2021-10,All Items Less Imputed Rentals On Owner-occupied Accommodation,102.927
2021-10,All Items Less Accommodation,103.31
2021-11,All Items,103.959
2021-11,All Items Less Imputed Rentals On Owner-occupied Accommodation,104.079
2021-11,All Items Less Accommodation,104.021
2021-12,All Items,104.439
2021-12,All Items Less Imputed Rentals On Owner-occupied Accommodation,104.569
2021-12,All Items Less Accommodation,104.529
2022-01,All Items,104.472
2022-01,All Items Less Imputed Rentals On Owner-occupied Accommodation,104.515
2022-01,All Items Less Accommodation,104.897
2022-02,All Items,105.379
2022-02,All Items Less Imputed Rentals On Owner-occupied Accommodation,105.552
2022-02,All Items Less Accommodation,105.547
